Process	PID	Thread	TID	State	Wall duration (ms)	Avg Wall duration (ms)	Occurrences
org.mozilla.firefox	9901	StreamTrans #11	13076	Sleeping	3843.983763	38.439837	100
org.mozilla.firefox:media	13077	CodecLooper	13100	Running	3435.916699	0.25561	13442
org.mozilla.firefox:tab0	12875	la.firefox:tab0	12875	Sleeping	3319.075254	474.153607	7
org.mozilla.firefox	9901	queued-work-loo	9942	Sleeping	3219.645322	321.964532	10
kthreadd	2	ksoftirqd/3	25	Parked	3201.539168	457.362738	7
kthreadd	2	migration/3	24	undefined (non-IO) + No Load + undefined + undefined + undefined + undefined	3193.526089	456.218012	7
kthreadd	2	cpuhp/3	23	Parked	3192.534012	456.076287	7
org.mozilla.firefox	9901	Thread-25	10071	Runnable	3183.325831	0.711834	4472
org.mozilla.firefox	9901	Thread-23	9984	Runnable	3181.459204	0.977406	3255
media.codec	672	MtkOmxVdecDecod	13103	Runnable	3032.24926	0.657469	4612
org.mozilla.firefox:tab0	12875	Web Content	12900	Uninterruptible Sleep + Wake Kill	2930.790976	2.277226	1287
org.mozilla.firefox	9901	DefaultDispatch	9955	Sleeping	2914.649909	291.46499	10
kthreadd	2	display_idle_de	188	Sleeping	2803.468896	2803.468896	1
org.mozilla.firefox:tab0	12875	Thread-5	13070	Runnable	2794.45488	0.428728	6518
org.mozilla.firefox	9901	Thread-25	10071	Running	2778.210444	0.451374	6155
org.mozilla.firefox:tab0	12875	MediaSupervisor	13074	Running	2771.930918	0.402838	6881
org.mozilla.firefox:tab0	12875	Web Content	12900	Runnable (Preempted)	2760.487278	0.973373	2836
org.mozilla.firefox	9901	Gecko	9931	Running	2643.50792	0.226211	11686
org.mozilla.firefox:media	13077	Binder:13077_3	13096	Runnable	2589.794526	0.528529	4900
org.mozilla.firefox:tab0	12875	Chrome_ChildThr	12910	Runnable	2365.952421	0.409972	5771
org.mozilla.firefox:tab0	12875	MediaSupervisor	13074	Runnable	2312.332802	0.365759	6322
org.mozilla.firefox	9901	Gecko_IOThread	9981	Runnable	2274.897747	0.365856	6218
org.mozilla.firefox:media	13077	Binder:13077_4	13108	Runnable	2240.743301	0.520135	4308
org.mozilla.firefox	9901	mozilla.firefox	9901	Running	2219.24657	0.423197	5244
org.mozilla.firefox	9901	Thread-23	9984	Runnable (Preempted)	2097.716646	0.620075	3383
org.mozilla.firefox:tab0	12875	Thread-2	13071	Runnable	2075.440582	0.322875	6428
org.mozilla.firefox:tab0	12875	Thread-2	13071	Running	2046.41447	0.292553	6995
